Text,Sarcasm Label,clean_text,label
খাই না খাই নিজের বিপদে এই লকডাউন আমাদেরকে নিস্ব করে দিচ্ছে ।,Non-Sarcastic,খাই না খাই নিজের বিপদে এই লকডাউন আমাদেরকে নিস্ব করে দিচ্ছে ।,0
ওই তো এক গান সব জায়গায় হচ্ছে । পথে নামার সাথীরা আর পথে নামবে নাআআআ,Non-Sarcastic,ওই তো এক গান সব জায়গায় হচ্ছে । পথে নামার সাথীরা আর পথে নামবে নাআআআ,0
বাংলাদেশের ক্রিকেটাররা বাংলাদেশের ভবিষ্যতের সেরা রাজনীতিবিদ হবে কারন ছয় হওয়ার পরও এরা বলে যে এটা একটু এটা হয়েছে এটা কম হয়েছে। আপনাদের কাছে জাতির প্রশ্ন আপনারা কি দেশের ভাবমূর্তি উজ্জল করতে গেছেন নাকি ঢোবাতে গেছেন ?  বার বছর ধরে খেলতেছেন এখনো আপনারা বলেন অমুকটা হয়নি সমুখটা হয়নি ইত্যাদি । এসব বলতে এদের লজ্জাও করে না। ,Non-Sarcastic,বাংলাদেশের ক্রিকেটাররা বাংলাদেশের ভবিষ্যতের সেরা রাজনীতিবিদ হবে কারন ছয় হওয়ার পরও এরা বলে যে এটা একটু এটা হয়েছে এটা কম হয়েছে। আপনাদের কাছে জাতির প্রশ্ন আপনারা কি দেশের ভাবমূর্তি উজ্জল করতে গেছেন নাকি ঢোবাতে গেছেন ? বার বছর ধরে খেলতেছেন এখনো আপনারা বলেন অমুকটা হয়নি সমুখটা হয়নি ইত্যাদি । এসব বলতে এদের লজ্জাও করে না।,0
এতো দেখি করোনার চাইতে ভয়ঙ্কর !,Non-Sarcastic,এতো দেখি করোনার চাইতে ভয়ঙ্কর !,0
আমরা সবাই অপেক্ষা করছি তোমার হিটিং পাওয়ার দেখার জন্য । আর ম্যাজিক্যাল বলিং দেখার জন্য । বিশ্বসেরা অলরাউন্ডার,Non-Sarcastic,আমরা সবাই অপেক্ষা করছি তোমার হিটিং পাওয়ার দেখার জন্য । আর ম্যাজিক্যাল বলিং দেখার জন্য । বিশ্বসেরা অলরাউন্ডার,0
দোকান মালিক সমিতি কি পারবে বাংলাদেশের শীর্ষস্থানীয় এক শিল্প প্রতিষ্ঠানের শপিং মল এভাবে বন্ধ করতে ?,Non-Sarcastic,দোকান মালিক সমিতি কি পারবে বাংলাদেশের শীর্ষস্থানীয় এক শিল্প প্রতিষ্ঠানের শপিং মল এভাবে বন্ধ করতে ?,0
ফ্যামিলির সাথে টিভি দেখতে বসলেই নায়ক নায়িকার চুম্মা চুম্মি শুরু হয়ে যায়,Sarcastic,ফ্যামিলির সাথে টিভি দেখতে বসলেই নায়ক নায়িকার চুম্মা চুম্মি শুরু হয়ে যায়,1
এই উগ্রবাদী লোকটা বাংলাদেশকে ধ্বংস করার পরিকল্পনা করেছে,Non-Sarcastic,এই উগ্রবাদী লোকটা বাংলাদেশকে ধ্বংস করার পরিকল্পনা করেছে,0
মানুষ হল জীব নাম আমার সজীব ।,Sarcastic,মানুষ হল জীব নাম আমার সজীব ।,1
দেশের জনগনের টাকায় টিকা কিনবেন । তার মধ্যে নিশ্চই বড় রকমের চুরি আছে না হলে লুকানোর কি আছে । ,Non-Sarcastic,দেশের জনগনের টাকায় টিকা কিনবেন । তার মধ্যে নিশ্চই বড় রকমের চুরি আছে না হলে লুকানোর কি আছে ।,0
ঘুষের টাকা ভাগাভাগি নিয়ে মারামারি ।,Sarcastic,ঘুষের টাকা ভাগাভাগি নিয়ে মারামারি ।,1
আমি আমার মুক্তি চাই আমার মেয়ের মুক্তি চাই।,Non-Sarcastic,আমি আমার মুক্তি চাই আমার মেয়ের মুক্তি চাই।,0
ইস চেয়ারটার এখন কি অবস্থা আল্লাহ জানে,Sarcastic,ইস চেয়ারটার এখন কি অবস্থা আল্লাহ জানে,1
জায়েদ খান যদি নায়ক হতে পারে একশটা জায়েদ খান এক পাল্লায় দিলে একটা হিরো আলমের সমান হবেনা জায়েদ খান আমার বালের নায়ক,Non-Sarcastic,জায়েদ খান যদি নায়ক হতে পারে একশটা জায়েদ খান এক পাল্লায় দিলে একটা হিরো আলমের সমান হবেনা জায়েদ খান আমার বালের নায়ক,0
কুত্তার পেটে কি আর ঘি হজম হয়,Sarcastic,কুত্তার পেটে কি আর ঘি হজম হয়,1
দেশের জন্য না একটা ফটোর জন্য মিছিল মিটিং সব হতে পারে হায়রে বাঙালি ।,Sarcastic,দেশের জন্য না একটা ফটোর জন্য মিছিল মিটিং সব হতে পারে হায়রে বাঙালি ।,1
আপু আপনার এইবারের ফটোগ্রাফার ভালোনা ঘোলা ঘোলা পিকচার তুলে দিছে নেক্সট বার ভালো ফটোগ্রাফার নিয়ে যাবেন।,Non-Sarcastic,আপু আপনার এইবারের ফটোগ্রাফার ভালোনা ঘোলা ঘোলা পিকচার তুলে দিছে নেক্সট বার ভালো ফটোগ্রাফার নিয়ে যাবেন।,0
নির্বাচক কমিটিদের শ্রদ্ধা জানাই ।,Non-Sarcastic,নির্বাচক কমিটিদের শ্রদ্ধা জানাই ।,0
তর ফোন নাম্বার এত্ত মানুষরে দিছস ক্যান ?,Sarcastic,তর ফোন নাম্বার এত্ত মানুষরে দিছস ক্যান ?,1
হ্যা কথা সত্যা তুমি দলের থেকে বাদ পড়তে যাচ্ছো,Non-Sarcastic,হ্যা কথা সত্যা তুমি দলের থেকে বাদ পড়তে যাচ্ছো,0
জ্বি এরপরে মাছের মধ্যে হবে করোনা । সেই মাছ খাবো আমরা । তারপর আমরা হবো আক্রান্ত ।,Sarcastic,জ্বি এরপরে মাছের মধ্যে হবে করোনা । সেই মাছ খাবো আমরা । তারপর আমরা হবো আক্রান্ত ।,1
ও লীনাদি গো এই মোহরের হাত থেকে আমাদের বাঁচাও । তোমাকে জল বাতাসা খাওয়াবো গো ।,Sarcastic,ও লীনাদি গো এই মোহরের হাত থেকে আমাদের বাঁচাও । তোমাকে জল বাতাসা খাওয়াবো গো ।,1
জানি হাজারো কমেন্টের মাঝে আমার কমেন্টটি হারিয়ে যাবে তবুও বলছি আমার এক জোড়া পুরানো জুতা আছে বিক্রি করবো কেউ নিতে চাইলে জানাবেন,Non-Sarcastic,জানি হাজারো কমেন্টের মাঝে আমার কমেন্টটি হারিয়ে যাবে তবুও বলছি আমার এক জোড়া পুরানো জুতা আছে বিক্রি করবো কেউ নিতে চাইলে জানাবেন,0
কাউয়া কাদের যেভাবে আওয়ামী লীগ কে ধ্বংস করছে সেম ভাবে মির্জা ফখরুলেও বিএনপি কে ধ্বংস করবে,Non-Sarcastic,কাউয়া কাদের যেভাবে আওয়ামী লীগ কে ধ্বংস করছে সেম ভাবে মির্জা ফখরুলেও বিএনপি কে ধ্বংস করবে,0
ফ্যানেরও রেস্টের দরকার আছে তারও তো জীবন আছে,Sarcastic,ফ্যানেরও রেস্টের দরকার আছে তারও তো জীবন আছে,1
নাম ও ভন শালা শুধু করেও ভন ভন৷,Sarcastic,নাম ও ভন শালা শুধু করেও ভন ভন৷,1
মাননীয় প্রধানমন্ত্রী অনুগ্রহ করে লঞ্চ চলাচলের অনুমতি দিন আমি গ্রামে যেতে চাই শীঘ্রই,Non-Sarcastic,মাননীয় প্রধানমন্ত্রী অনুগ্রহ করে লঞ্চ চলাচলের অনুমতি দিন আমি গ্রামে যেতে চাই শীঘ্রই,0
হ্যাঁ যেমনটা তারা উইপোকার মত করে ।,Sarcastic,হ্যাঁ যেমনটা তারা উইপোকার মত করে ।,1
সোহরাওয়ার্দী উদ্যানের গাছ কেটে উন্নয়ন হচ্ছে ।,Sarcastic,সোহরাওয়ার্দী উদ্যানের গাছ কেটে উন্নয়ন হচ্ছে ।,1
কোন থামা থামি নাই বঙ্গবন্ধু স্যাটেলাইট ভাঙ্গতে হবেই,Sarcastic,কোন থামা থামি নাই বঙ্গবন্ধু স্যাটেলাইট ভাঙ্গতে হবেই,1
এত শুকিয়ে গেলে পরীসোনা !,Non-Sarcastic,এত শুকিয়ে গেলে পরীসোনা !,0
স্বামী কেনো আসামি না বলে বলা উচিৎ পুলিশ কেনো আসামি ।,Sarcastic,স্বামী কেনো আসামি না বলে বলা উচিৎ পুলিশ কেনো আসামি ।,1
জিম্বাবুয়ে জাতীয় ক্রিকেট দলের বিরুদ্ধে টানা দশম জয় এবং রকেট এিদেশীয় ওডিআই সিরিজে টানা তৃতীয় জয়ের পর আজকের ম্যাচের হার বাংলাদেশ,Non-Sarcastic,জিম্বাবুয়ে জাতীয় ক্রিকেট দলের বিরুদ্ধে টানা দশম জয় এবং রকেট এিদেশীয় ওডিআই সিরিজে টানা তৃতীয় জয়ের পর আজকের ম্যাচের হার বাংলাদেশ,0
তাই বলি দুয়ারে সরকার জামা টা পিসি একদিন পরিয়ে আর পরতে দিল না কেনো পিসি এই জামা টা পরিয়ে সাহসিকতার পুরস্কার দেবে বলে তুলে রেখে ছিলে পরলে যদি কুচকে যায় তাই পরতে দাওনি না তুমি খুব চালাক হুমমম পাগলি পিসি কিপটে বেশি,Sarcastic,তাই বলি দুয়ারে সরকার জামা টা পিসি একদিন পরিয়ে আর পরতে দিল না কেনো পিসি এই জামা টা পরিয়ে সাহসিকতার পুরস্কার দেবে বলে তুলে রেখে ছিলে পরলে যদি কুচকে যায় তাই পরতে দাওনি না তুমি খুব চালাক হুমমম পাগলি পিসি কিপটে বেশি,1
দলের এই বাজে পারফরমেন্সে সবার মন খারাপ ।,Non-Sarcastic,দলের এই বাজে পারফরমেন্সে সবার মন খারাপ ।,0
জয়ীর ক্রিকেট ভার্শন,Non-Sarcastic,জয়ীর ক্রিকেট ভার্শন,0
শেষের নামটা পড়ে শরীর টা অপবিত্র হয়ে গেলো ওয়াক থুহ্,Sarcastic,শেষের নামটা পড়ে শরীর টা অপবিত্র হয়ে গেলো ওয়াক থুহ্,1
থেমে গেল ক্রিকেটের সান্ধ্য বিনোদন ।,Non-Sarcastic,থেমে গেল ক্রিকেটের সান্ধ্য বিনোদন ।,0
ডুয়ার্সে আসেন ভাই,Non-Sarcastic,ডুয়ার্সে আসেন ভাই,0
আমি জানি আমি হতাশ হলে সমাজ আমাকে বলবে তুমি আবার চেষ্টা করো দেখে নিয়ো তুমি ঠিক পারবে ।,Non-Sarcastic,আমি জানি আমি হতাশ হলে সমাজ আমাকে বলবে তুমি আবার চেষ্টা করো দেখে নিয়ো তুমি ঠিক পারবে ।,0
বাঙালির নামে কলঙ্ক দেশের কলঙ্ক হারামজাদি,Sarcastic,বাঙালির নামে কলঙ্ক দেশের কলঙ্ক হারামজাদি,1
বাংলাদেশের বর্তমান লকডাউন এর মতো । উপরে লকডাউন চললে ও ভিতরে সব ঠিক তেমনি উপর থেকে ঢেকে রাখা হলে ও আমরা কিন্তু ভিতরের সব দেখতেছি,Sarcastic,বাংলাদেশের বর্তমান লকডাউন এর মতো । উপরে লকডাউন চললে ও ভিতরে সব ঠিক তেমনি উপর থেকে ঢেকে রাখা হলে ও আমরা কিন্তু ভিতরের সব দেখতেছি,1
ওয়েবসাইটে থাকবে কারণ গুগল এই বিষয়ে ইন্টারেস্টেড না,Non-Sarcastic,ওয়েবসাইটে থাকবে কারণ গুগল এই বিষয়ে ইন্টারেস্টেড না,0
ইমরুল বাদে বাকি তিনজনের আউট মেনে নিতে পারছিনা ?,Non-Sarcastic,ইমরুল বাদে বাকি তিনজনের আউট মেনে নিতে পারছিনা ?,0
সেকালের মানুষ গুলোই ভালো ছিল,Non-Sarcastic,সেকালের মানুষ গুলোই ভালো ছিল,0
আমাদের দেশে সোনালু বা বাদর লাঠি ফুল গাছ নামে পারিচিত ।,Non-Sarcastic,আমাদের দেশে সোনালু বা বাদর লাঠি ফুল গাছ নামে পারিচিত ।,0
পিনাকী দেশ ধ্বংসের এজেন্ডা বাস্তবায়ন করছে,Non-Sarcastic,পিনাকী দেশ ধ্বংসের এজেন্ডা বাস্তবায়ন করছে,0
ব্রাহ্মণবাড়িয়াকে আলাদাভাবে অ্যাড করার আবেদন জানাচ্ছি,Non-Sarcastic,ব্রাহ্মণবাড়িয়াকে আলাদাভাবে অ্যাড করার আবেদন জানাচ্ছি,0
তাকে নিয়ে যারা পোস্ট তারা আরো বোকা ।,Sarcastic,তাকে নিয়ে যারা পোস্ট তারা আরো বোকা ।,1
আহ মানুষ সৃষ্টির সেরা জীব কি করে এগুলো সম্ভব,Non-Sarcastic,আহ মানুষ সৃষ্টির সেরা জীব কি করে এগুলো সম্ভব,0
আমার প্রথম ডোজ কই ?,Non-Sarcastic,আমার প্রথম ডোজ কই ?,0
আরে আমি ভাবি আমার ছেলেই বুঝিএইরকম করে,Sarcastic,আরে আমি ভাবি আমার ছেলেই বুঝিএইরকম করে,1
বায়েজিদ বোস্তামি সড়ক নাকি বায়েজিদ লিংক রোড ?,Non-Sarcastic,বায়েজিদ বোস্তামি সড়ক নাকি বায়েজিদ লিংক রোড ?,0
আমাদের মিষ্টি কই দিদি ?,Non-Sarcastic,আমাদের মিষ্টি কই দিদি ?,0
আমি মুচকি হাসলে খালি কয় ওইযে কি দেইখা জানি পাগলের মতো হাসতাছে একাই,Non-Sarcastic,আমি মুচকি হাসলে খালি কয় ওইযে কি দেইখা জানি পাগলের মতো হাসতাছে একাই,0
অপূর্ব ছ্যাকা খাওয়া প্রেমের চরিত্রের বাইরে আর কোন চরিত্রে অভিনয় করতে পারে না কিন্তু নিশো পারে।,Non-Sarcastic,অপূর্ব ছ্যাকা খাওয়া প্রেমের চরিত্রের বাইরে আর কোন চরিত্রে অভিনয় করতে পারে না কিন্তু নিশো পারে।,0
তাদের টাকার উৎস কি ?,Non-Sarcastic,তাদের টাকার উৎস কি ?,0
আল্লায় বাচাইছে এর পোষাক লাগবে এমন যাতে গাড়ি থেকে নামলেই লোকে ভয়ে পায়খানা কইরা দেয় নইলে দেশের আইন শৃঙখলা ঠিক থাকবে না,Sarcastic,আল্লায় বাচাইছে এর পোষাক লাগবে এমন যাতে গাড়ি থেকে নামলেই লোকে ভয়ে পায়খানা কইরা দেয় নইলে দেশের আইন শৃঙখলা ঠিক থাকবে না,1
এত রকেট ছুড়ছে অথচ এতে ইসরায়েলের তেমন কোন ক্ষতি হচ্ছে না !,Non-Sarcastic,এত রকেট ছুড়ছে অথচ এতে ইসরায়েলের তেমন কোন ক্ষতি হচ্ছে না !,0
কে শোনে কার কথা । সরকারকে কার্যকরী পদক্ষেপ নিতে হবে ।,Non-Sarcastic,কে শোনে কার কথা । সরকারকে কার্যকরী পদক্ষেপ নিতে হবে ।,0
আপনাদের মধ্যে যারা আমার এডভাইস ইমপ্লিমেন্ট করে ২ ৩ বছরে লাখপতি হয়ে যাবেন তারা আমাকে কিসু টাকা দিয়েন ধন্যবাদ,Sarcastic,আপনাদের মধ্যে যারা আমার এডভাইস ইমপ্লিমেন্ট করে ২ ৩ বছরে লাখপতি হয়ে যাবেন তারা আমাকে কিসু টাকা দিয়েন ধন্যবাদ,1
রাতে ঘুমাতে যাওয়ার আগে আমার কাছে মোবাইলডা জমা দিয়ে যাবি দেহি ক্যামনে ঘুম আসে না,Sarcastic,রাতে ঘুমাতে যাওয়ার আগে আমার কাছে মোবাইলডা জমা দিয়ে যাবি দেহি ক্যামনে ঘুম আসে না,1
বন্যেরা বনে সুন্দর নোবেল পাগলাগারদে ।,Sarcastic,বন্যেরা বনে সুন্দর নোবেল পাগলাগারদে ।,1
কই বিয়ে হলো বাচ্চা হলোতার পরেও আমি পাটখরি,Sarcastic,কই বিয়ে হলো বাচ্চা হলোতার পরেও আমি পাটখরি,1
পৃথিবিতে সব চেয়ে অসহায় সে যে নিজের রাগ অভিমান কষ্ট কাউকে দেখাতে পারেনা একটু চিৎকার করে কাঁদতে পারেনা । শুধু চোখের জলে লুকিয়ে হাসে ।,Non-Sarcastic,পৃথিবিতে সব চেয়ে অসহায় সে যে নিজের রাগ অভিমান কষ্ট কাউকে দেখাতে পারেনা একটু চিৎকার করে কাঁদতে পারেনা । শুধু চোখের জলে লুকিয়ে হাসে ।,0
রিমান্ডের খবর বাজারে খাচ্ছে না।,Sarcastic,রিমান্ডের খবর বাজারে খাচ্ছে না।,1
গানটা আদৌ ভালো হয়েছে বলে মনে হচ্ছে না । তারপর ও গোল্ডেন গীটার কেনো দিলো বুঝলাম না ?,Non-Sarcastic,গানটা আদৌ ভালো হয়েছে বলে মনে হচ্ছে না । তারপর ও গোল্ডেন গীটার কেনো দিলো বুঝলাম না ?,0
ছিহ জয়া তোমাকে ভালো ভেবেছিলাম আর তুমি কিনা ।,Non-Sarcastic,ছিহ জয়া তোমাকে ভালো ভেবেছিলাম আর তুমি কিনা ।,0
শুধু ঔষধ কোম্পানিই না আরো অনেক কোম্পানি টার্গেট পুরনের জন্য চাপ প্রয়োগ করছে ।,Non-Sarcastic,শুধু ঔষধ কোম্পানিই না আরো অনেক কোম্পানি টার্গেট পুরনের জন্য চাপ প্রয়োগ করছে ।,0
হলে হতেও পারে মায়ায় পরে গরীব হয়ে গেছে,Sarcastic,হলে হতেও পারে মায়ায় পরে গরীব হয়ে গেছে,1
আপনার ককপিক কালারের গাউনের চেয়ে এই বুল্লু স্কাই কালারের শাড়িটা সুন্দর বেশি,Sarcastic,আপনার ককপিক কালারের গাউনের চেয়ে এই বুল্লু স্কাই কালারের শাড়িটা সুন্দর বেশি,1
এত নয় থাকতে অবশেষে কিনা ধূলিকণা,Sarcastic,এত নয় থাকতে অবশেষে কিনা ধূলিকণা,1
পৃথিবীতে তিন টি কাজ একেবারেই অসম্ভব । এক হাতিকে কোলে বসানো ! দুই পিপড়ার ঠোটে লিপস্টিক লাগানো ! তিন সাংবাদিককে মানুষ বানানো ।,Sarcastic,পৃথিবীতে তিন টি কাজ একেবারেই অসম্ভব । এক হাতিকে কোলে বসানো ! দুই পিপড়ার ঠোটে লিপস্টিক লাগানো ! তিন সাংবাদিককে মানুষ বানানো ।,1
এত কাহিনি করার কি দরকার ছিল সরাসরি দুই টাকা বারাইলেই পারত ।,Non-Sarcastic,এত কাহিনি করার কি দরকার ছিল সরাসরি দুই টাকা বারাইলেই পারত ।,0
পৃথিবীটা গ্রাস করে নিচ্ছে মাদক নামক আরেক মহামারি ।,Non-Sarcastic,পৃথিবীটা গ্রাস করে নিচ্ছে মাদক নামক আরেক মহামারি ।,0
যেখানে পুরো ভারত অক্সিজেন সংকটে ভুগছে সেখানে এই বিলাসিতা কেন রে বাবা !,Sarcastic,যেখানে পুরো ভারত অক্সিজেন সংকটে ভুগছে সেখানে এই বিলাসিতা কেন রে বাবা !,1
খুব সম্ভব কিন্তু ব্যাটসম্যানরা সেটা অসম্ভব করে তুলবে । ,Non-Sarcastic,খুব সম্ভব কিন্তু ব্যাটসম্যানরা সেটা অসম্ভব করে তুলবে ।,0
সবাই নামার পরে প্লেন ঝাড়ু দিয়ে তারপর এই পিক তুলেছো নাকি ?,Sarcastic,সবাই নামার পরে প্লেন ঝাড়ু দিয়ে তারপর এই পিক তুলেছো নাকি ?,1
ওরে হালার পো হালা । তুই দেখি জাতে মাতাল তালে ঠিক ।,Sarcastic,ওরে হালার পো হালা । তুই দেখি জাতে মাতাল তালে ঠিক ।,1
কবি তাই লিখেছে দামে বেশি মানে কম চারিদেক শুধু উন্নয়ণ উন্নয়ণ ।,Sarcastic,কবি তাই লিখেছে দামে বেশি মানে কম চারিদেক শুধু উন্নয়ণ উন্নয়ণ ।,1
অনেক সময় নিজের পেইজে সাপোর্ট পাওয়া যায় না অথচ অন্যদের কাজে সাপোর্ট দেওয়া উচিত,Non-Sarcastic,অনেক সময় নিজের পেইজে সাপোর্ট পাওয়া যায় না অথচ অন্যদের কাজে সাপোর্ট দেওয়া উচিত,0
বাংলাদেশের ফিল্মগুলোর মধ্যে নিশ্বাস এত বড় বড় করে শুনানোর বিশেষ কি যন্ত্র ব্যবহৃত হয় ?,Sarcastic,বাংলাদেশের ফিল্মগুলোর মধ্যে নিশ্বাস এত বড় বড় করে শুনানোর বিশেষ কি যন্ত্র ব্যবহৃত হয় ?,1
শুধু জুটি নয় আবার বিয়ে করে ফেলা,Non-Sarcastic,শুধু জুটি নয় আবার বিয়ে করে ফেলা,0
জানি এখানে অনেকেই কমেন্ট পড়তে আসবেন আমি তাদের উদ্দেশ্যে শুধু একটা কথাই বলবো ভাই আমি একটা সাইকেল বিক্রি করবো কেউ কিনলে জানাইয়েন,Sarcastic,জানি এখানে অনেকেই কমেন্ট পড়তে আসবেন আমি তাদের উদ্দেশ্যে শুধু একটা কথাই বলবো ভাই আমি একটা সাইকেল বিক্রি করবো কেউ কিনলে জানাইয়েন,1
এক একটা ডিমের দাম দশ টাকা কোন মেয়ে দশ টাকা খরচ করবে এমন আত্তা কোনো মেয়ের নাই শুধু ছেলেরাই পারে,Non-Sarcastic,এক একটা ডিমের দাম দশ টাকা কোন মেয়ে দশ টাকা খরচ করবে এমন আত্তা কোনো মেয়ের নাই শুধু ছেলেরাই পারে,0
মহান আল্লাহ পাক হেফাজতের মালিক,Non-Sarcastic,মহান আল্লাহ পাক হেফাজতের মালিক,0
এই কি বললি এই কি বললি তুই গালি টা দিলাম না এখন আর শিল্পী না উনি উনি এখন ডক্টর ডিগ্রী করা শিল্পী এই সাংবাদিক তোর নাম কি তোর চাকরি খেয়ে ফেলবো আমি,Sarcastic,এই কি বললি এই কি বললি তুই গালি টা দিলাম না এখন আর শিল্পী না উনি উনি এখন ডক্টর ডিগ্রী করা শিল্পী এই সাংবাদিক তোর নাম কি তোর চাকরি খেয়ে ফেলবো আমি,1
ভাই রে ভাই কে তুমি ?,Non-Sarcastic,ভাই রে ভাই কে তুমি ?,0
দেখবেন আবার ট্রেনের টিকিট নিয়ে এয়ারপোর্ট যেন না যায় নাহলে খুব সমস্যা পড়বে কিন্তু,Sarcastic,দেখবেন আবার ট্রেনের টিকিট নিয়ে এয়ারপোর্ট যেন না যায় নাহলে খুব সমস্যা পড়বে কিন্তু,1
প্রেমিকার মতো তোমরা অপারেটর চেঞ্জ করো হয়তোবা ভালোবাসার কারণে নয় মোটা অংকের কারণেই বিচ্ছেদ,Non-Sarcastic,প্রেমিকার মতো তোমরা অপারেটর চেঞ্জ করো হয়তোবা ভালোবাসার কারণে নয় মোটা অংকের কারণেই বিচ্ছেদ,0
দালালির পুরস্কার তবে পাইলেন !,Non-Sarcastic,দালালির পুরস্কার তবে পাইলেন !,0
গু খেলে করোনা হবে না । এমন কথা ইন্ডিয়ার অনেকেই বলেছিল । এখন কোথায় ওরা জাতি দেখতে চায় ।,Sarcastic,গু খেলে করোনা হবে না । এমন কথা ইন্ডিয়ার অনেকেই বলেছিল । এখন কোথায় ওরা জাতি দেখতে চায় ।,1
অনুস্কা জমাটি গান গেয়ে থাকে বলে গোল্ডেন গিটার পাচ্ছে । ওর গলা এতটাও ভালো না যে গোল্ডেন গিটার পাবে,Non-Sarcastic,অনুস্কা জমাটি গান গেয়ে থাকে বলে গোল্ডেন গিটার পাচ্ছে । ওর গলা এতটাও ভালো না যে গোল্ডেন গিটার পাবে,0
এটা একদম ভুল তথ্য দিচ্ছে সরকার লকডাউন শিথিল করছে করুক কিন্তু করোনার প্রকৃত মৃত্যু ও আক্রান্তয়ের প্রকৃত তথ্য গোপন করছে সরকার যা আমাদের জন্য ভয়াবহ বিপদ ডেকে আনছে !,Non-Sarcastic,এটা একদম ভুল তথ্য দিচ্ছে সরকার লকডাউন শিথিল করছে করুক কিন্তু করোনার প্রকৃত মৃত্যু ও আক্রান্তয়ের প্রকৃত তথ্য গোপন করছে সরকার যা আমাদের জন্য ভয়াবহ বিপদ ডেকে আনছে !,0
আসলেই কিছু কিছু বিষয় মানতে কষ্টে বুক ফেটে যায় ।,Non-Sarcastic,আসলেই কিছু কিছু বিষয় মানতে কষ্টে বুক ফেটে যায় ।,0
হুজুগে বাঙ্গালী ! দুই বছর আগেও দেখতাম তাদের শোরুমগুলো ফাঁকা এখন দেখছি বাঙ্গালীর ইল্লীয়ান ছাড়া চলছেই না ।,Sarcastic,হুজুগে বাঙ্গালী ! দুই বছর আগেও দেখতাম তাদের শোরুমগুলো ফাঁকা এখন দেখছি বাঙ্গালীর ইল্লীয়ান ছাড়া চলছেই না ।,1
শিক্ষকরা কেন রাত কাটাচ্ছে রাজপথে তাদের উপর পুলিশের নির্মমতা কেন,Non-Sarcastic,শিক্ষকরা কেন রাত কাটাচ্ছে রাজপথে তাদের উপর পুলিশের নির্মমতা কেন,0
এখানে কমেন্ট করতে আসা লোকদের চেয়ে কমেন্ট পড়তে আসা লোকদের সংখ্যা বেশি হবে । তাই তাদের জন্য বিরিয়ানীর ব্যবস্থা করা হোক অথবা খিচুরি । ,Sarcastic,এখানে কমেন্ট করতে আসা লোকদের চেয়ে কমেন্ট পড়তে আসা লোকদের সংখ্যা বেশি হবে । তাই তাদের জন্য বিরিয়ানীর ব্যবস্থা করা হোক অথবা খিচুরি ।,1
ডিম পাড়া মুরগী বিক্রি করে এমবি কিনছি আপনার ভিডিও গুলো দেখবো বলে,Sarcastic,ডিম পাড়া মুরগী বিক্রি করে এমবি কিনছি আপনার ভিডিও গুলো দেখবো বলে,1
আওয়ামীলীগের এর জন্য তার ক্যারিয়ার শেষ,Non-Sarcastic,আওয়ামীলীগের এর জন্য তার ক্যারিয়ার শেষ,0
ভেনুত ব্যাগ নিয়ে আসবো এবং আপনারা ব্যাগ রাখার ব্যবস্থা করবেন কিভাবে ব্যাগ রাখার ব্যবস্থা করবেন সেটা আপনাদের বিষয় আল্লাহ আমাদের সুবুদ্ধি দিন এই দোয়া করি,Non-Sarcastic,ভেনুত ব্যাগ নিয়ে আসবো এবং আপনারা ব্যাগ রাখার ব্যবস্থা করবেন কিভাবে ব্যাগ রাখার ব্যবস্থা করবেন সেটা আপনাদের বিষয় আল্লাহ আমাদের সুবুদ্ধি দিন এই দোয়া করি,0
এখন বিচার কি হবে ?,Non-Sarcastic,এখন বিচার কি হবে ?,0
কিবোর্ড এ প্রবলেম থাকায় নাইচ কিউট সুইট বিউটিফুল ওয়ান্ডারফুল লিখতে পারলাম না,Sarcastic,কিবোর্ড এ প্রবলেম থাকায় নাইচ কিউট সুইট বিউটিফুল ওয়ান্ডারফুল লিখতে পারলাম না,1
আম পারতে বান্দর টারে গাছে উঠাই ছিলামএই ছবি দেখে আর নামতে চাইতেছেনা ।,Sarcastic,আম পারতে বান্দর টারে গাছে উঠাই ছিলামএই ছবি দেখে আর নামতে চাইতেছেনা ।,1
একটু খেয়ে দেইখেন,Sarcastic,একটু খেয়ে দেইখেন,1
একটু পর সুর পাল্টে বলবে মুদি দিদি আপনাকে চরস সুকার দরস শিকার ।,Sarcastic,একটু পর সুর পাল্টে বলবে মুদি দিদি আপনাকে চরস সুকার দরস শিকার ।,1
এটা নফস এবং রুহের ভালোবাসা বুঝাইছে । দুনিয়াবি তথাকথিত ভালোবাসা না ।,Non-Sarcastic,এটা নফস এবং রুহের ভালোবাসা বুঝাইছে । দুনিয়াবি তথাকথিত ভালোবাসা না ।,0
স্মৃতি পরী মণি কে নিয়ে হাসিঠাট্টা না করে তার থেকে শিক্ষা নিন । দেখুন নিজের প্রাপ্য বিচার কিভাবে নিজেই আদায় করে নিচ্ছে স্ট্যান্ড উইথ পরিমনি,Non-Sarcastic,স্মৃতি পরী মণি কে নিয়ে হাসিঠাট্টা না করে তার থেকে শিক্ষা নিন । দেখুন নিজের প্রাপ্য বিচার কিভাবে নিজেই আদায় করে নিচ্ছে স্ট্যান্ড উইথ পরিমনি,0
